scheme,condition,wm,prompt_id,seed,score_weighted
SynthID,clean,1,14,11,0.5336955631344766
SynthID,clean,1,14,12,0.5357675985754804
SynthID,clean,1,14,13,0.5404175974070667
SynthID,clean,1,14,14,0.5360208883719856
SynthID,clean,1,15,11,0.5302304325161916
SynthID,clean,1,15,12,0.5311318814909942
SynthID,clean,1,15,13,0.5318915430083726
SynthID,clean,1,15,14,0.5335890496310286
SynthID,clean,1,16,11,0.5608864767073722
SynthID,clean,1,16,12,0.557725461973007
SynthID,clean,1,16,13,0.5551516915113598
SynthID,clean,1,16,14,0.5720427977770752
SynthID,clean,1,17,11,0.5433040242628131
SynthID,clean,1,17,12,0.5467452968047498
SynthID,clean,1,17,13,0.5389991367952388
SynthID,clean,1,17,14,0.5404489633727128
SynthID,clean,1,18,11,0.5359579964212198
SynthID,clean,1,18,12,0.5409968845344683
SynthID,clean,1,18,13,0.5297054205137869
SynthID,clean,1,18,14,0.531675978119575
SynthID,clean,1,19,11,0.5560988326115197
SynthID,clean,1,19,12,0.5526663478738288
SynthID,clean,1,19,13,0.543829869576996
SynthID,clean,1,19,14,0.5628263668869534
SynthID,clean,1,20,11,0.5368643329850226
SynthID,clean,1,20,12,0.5235227910699943
SynthID,clean,1,20,13,0.5300299104896806
SynthID,clean,1,20,14,0.534747990105133
SynthID,clean,1,21,11,0.5399707198451625
SynthID,clean,1,21,12,0.548003473863463
SynthID,clean,1,21,13,0.542272175072848
SynthID,clean,1,21,14,0.5481291269258988
SynthID,clean,1,22,11,0.5482871151836669
SynthID,clean,1,22,12,0.5434538078554305
SynthID,clean,1,22,13,0.5416807619734934
SynthID,clean,1,22,14,0.5528669178170086
SynthID,clean,1,23,11,0.5495081139935878
SynthID,clean,1,23,12,0.5523744072019934
SynthID,clean,1,23,13,0.5681874615432226
SynthID,clean,1,23,14,0.5539244918555263
SynthID,dia100,0,0,11,0.4996569098886792
SynthID,dia100,0,0,12,0.5055546570592561
SynthID,dia100,0,0,13,0.4992411316049267
SynthID,dia100,0,0,14,0.5031133082107595
SynthID,dia100,0,1,11,0.5020500572224711
SynthID,dia100,0,1,12,0.501362518423202
SynthID,dia100,0,1,13,0.49795929062003147
SynthID,dia100,0,1,14,0.4952708396534871
SynthID,dia100,0,2,11,0.5002847200253084
SynthID,dia100,0,2,12,0.5059876729839972
SynthID,dia100,0,2,13,0.501406819781204
SynthID,dia100,0,2,14,0.49939456725012443
SynthID,dia100,0,3,11,0.5020598468602009
SynthID,dia100,0,3,12,0.5002011112247332
SynthID,dia100,0,3,13,0.49911562533404014
SynthID,dia100,0,3,14,0.5038618405431644
SynthID,dia100,0,4,11,0.5067270688380865
SynthID,dia100,0,4,12,0.5038780649989458
SynthID,dia100,0,4,13,0.5040136946386946
SynthID,dia100,0,4,14,0.4982451688943091
SynthID,dia100,0,5,11,0.503471773012003
SynthID,dia100,0,5,12,0.4989322533601057
SynthID,dia100,0,5,13,0.49725327266132485
SynthID,dia100,0,5,14,0.5015704342413869
SynthID,dia100,0,6,11,0.5032798087026359
SynthID,dia100,0,6,12,0.5025340110174392
SynthID,dia100,0,6,13,0.5004927739806202
SynthID,dia100,0,6,14,0.5048022748453783
SynthID,dia100,0,7,11,0.5018616069451476
SynthID,dia100,0,7,12,0.4958326231253597
SynthID,dia100,0,7,13,0.4964967833208131
SynthID,dia100,0,7,14,0.4981493866784237
SynthID,dia100,0,8,11,0.50539435508899
SynthID,dia100,0,8,12,0.4979985138175321
SynthID,dia100,0,8,13,0.502236843616154
SynthID,dia100,0,8,14,0.5039040173232114
SynthID,dia100,0,9,11,0.5017983952994275
SynthID,dia100,0,9,12,0.5078238703721927
SynthID,dia100,0,9,13,0.5020954179316927
SynthID,dia100,0,9,14,0.5067838491732606
SynthID,dia100,0,10,11,0.49259906759906763
SynthID,dia100,0,10,12,0.5071703239289447
SynthID,dia100,0,10,13,0.4992539670967899
SynthID,dia100,0,10,14,0.5003303543033678
SynthID,dia100,0,11,11,0.5003434687059243
SynthID,dia100,0,11,12,0.503909848423955
SynthID,dia100,0,11,13,0.5049199699215813
SynthID,dia100,0,11,14,0.4975166242045408
SynthID,dia100,0,12,11,0.4976541396604093
SynthID,dia100,0,12,12,0.5062963653308481
SynthID,dia100,0,12,13,0.5046272600221432
SynthID,dia100,0,12,14,0.49807830646792606
SynthID,dia100,0,13,11,0.49954045954045956
SynthID,dia100,0,13,12,0.49960691795539625
SynthID,dia100,0,13,13,0.4996067422834237
SynthID,dia100,0,13,14,0.5015479529544865
SynthID,dia100,0,14,11,0.5038688669746717
SynthID,dia100,0,14,12,0.5006924672220465
SynthID,dia100,0,14,13,0.5043023174982538
SynthID,dia100,0,14,14,0.4975126584617659
SynthID,dia100,0,15,11,0.5030017484507071
SynthID,dia100,0,15,12,0.5063208146372447
SynthID,dia100,0,15,13,0.4998206815530765
SynthID,dia100,0,15,14,0.5046777411820463
SynthID,dia100,0,16,11,0.49445462330363005
SynthID,dia100,0,16,12,0.49480574640246533
SynthID,dia100,0,16,13,0.505420315358724
SynthID,dia100,0,16,14,0.5023479984145859
SynthID,dia100,0,17,11,0.5013809518559488
SynthID,dia100,0,17,12,0.4992497107663641
SynthID,dia100,0,17,13,0.4975257595598058
SynthID,dia100,0,17,14,0.5026849018536945
SynthID,dia100,0,18,11,0.5045728120191872
SynthID,dia100,0,18,12,0.4981886358623363
SynthID,dia100,0,18,13,0.4937690669341036
SynthID,dia100,0,18,14,0.5001604221568294
SynthID,dia100,0,19,11,0.4993060759692596
SynthID,dia100,0,19,12,0.5020378398808333
SynthID,dia100,0,19,13,0.5049996458910314
SynthID,dia100,0,19,14,0.49767632728393724
SynthID,dia100,0,20,11,0.49312843830890707
SynthID,dia100,0,20,12,0.5050773239681673
SynthID,dia100,0,20,13,0.4978978663161088
SynthID,dia100,0,20,14,0.4990640129101668
SynthID,dia100,0,21,11,0.4997983854453716
SynthID,dia100,0,21,12,0.4975453104168918
SynthID,dia100,0,21,13,0.49712142352365596
SynthID,dia100,0,21,14,0.5032577729145719
SynthID,dia100,0,22,11,0.4972165947535406
SynthID,dia100,0,22,12,0.5031306589437169
SynthID,dia100,0,22,13,0.5013083906138392
SynthID,dia100,0,22,14,0.5010673384386327
SynthID,dia100,0,23,11,0.49752699407871825
SynthID,dia100,0,23,12,0.5055760249991333
SynthID,dia100,0,23,13,0.4994306510761211
SynthID,dia100,0,23,14,0.49350429770452015
SynthID,dia100,1,0,11,0.5097016503357537
SynthID,dia100,1,0,12,0.5005823454997509
SynthID,dia100,1,0,13,0.5080235025761645
SynthID,dia100,1,0,14,0.50093800879687
SynthID,dia100,1,1,11,0.5032929307233633
SynthID,dia100,1,1,12,0.5094612909566819
SynthID,dia100,1,1,13,0.5061323610531839
SynthID,dia100,1,1,14,0.5179011471781216
SynthID,dia100,1,2,11,0.5185964347006953
SynthID,dia100,1,2,12,0.5244445606863921
SynthID,dia100,1,2,13,0.5136401801389208
SynthID,dia100,1,2,14,0.5222037049278812
SynthID,dia100,1,3,11,0.5131445901131022
SynthID,dia100,1,3,12,0.5088213350363372
SynthID,dia100,1,3,13,0.5085793796460225
SynthID,dia100,1,3,14,0.5041320052291839
SynthID,dia100,1,4,11,0.5098184625462032
SynthID,dia100,1,4,12,0.5135551549344654
SynthID,dia100,1,4,13,0.507905016375278
SynthID,dia100,1,4,14,0.5082901772556946
SynthID,dia100,1,5,11,0.5124065808005088
SynthID,dia100,1,5,12,0.5104441523128953
SynthID,dia100,1,5,13,0.5072897917354511
SynthID,dia100,1,5,14,0.5109390738701084
SynthID,dia100,1,6,11,0.5080353573757878
SynthID,dia100,1,6,12,0.5069110147480054
SynthID,dia100,1,6,13,0.5193891025904278
SynthID,dia100,1,6,14,0.5165517963266757
SynthID,dia100,1,7,11,0.5171590213500028
SynthID,dia100,1,7,12,0.516852932153229
SynthID,dia100,1,7,13,0.5130397260785191
SynthID,dia100,1,7,14,0.5171448713912199
SynthID,dia100,1,8,11,0.5074919319433426
SynthID,dia100,1,8,12,0.5081754060986036
SynthID,dia100,1,8,13,0.5116897921115647
SynthID,dia100,1,8,14,0.5053169749094514
SynthID,dia100,1,9,11,0.5114635573252733
SynthID,dia100,1,9,12,0.5094883813504503
SynthID,dia100,1,9,13,0.5093309078874435
SynthID,dia100,1,9,14,0.505905344445294
SynthID,dia100,1,10,11,0.5205920874402423
SynthID,dia100,1,10,12,0.5125754431595748
SynthID,dia100,1,10,13,0.5203143406165491
SynthID,dia100,1,10,14,0.5254492435824184
SynthID,dia100,1,11,11,0.5069661677288989
SynthID,dia100,1,11,12,0.5062511918582283
SynthID,dia100,1,11,13,0.5088661545558097
SynthID,dia100,1,11,14,0.5124177589437497
SynthID,dia100,1,12,11,0.5108032494016921
SynthID,dia100,1,12,12,0.5101874808971629
SynthID,dia100,1,12,13,0.5053996838076762
SynthID,dia100,1,12,14,0.5050919641679602
SynthID,dia100,1,13,11,0.5127039414395735
SynthID,dia100,1,13,12,0.5171151988328305
SynthID,dia100,1,13,13,0.511802532995869
SynthID,dia100,1,13,14,0.5149785803006361
SynthID,dia100,1,14,11,0.5109582162873699
SynthID,dia100,1,14,12,0.5112732850936118
SynthID,dia100,1,14,13,0.5039880039955994
SynthID,dia100,1,14,14,0.5065090365538796
SynthID,dia100,1,15,11,0.5028172188415596
SynthID,dia100,1,15,12,0.5029849281091092
SynthID,dia100,1,15,13,0.50960935197901
SynthID,dia100,1,15,14,0.5105759827268687
SynthID,dia100,1,16,11,0.5226534481759642
SynthID,dia100,1,16,12,0.5121783176047581
SynthID,dia100,1,16,13,0.5151799942622969
SynthID,dia100,1,16,14,0.5226640268382555
SynthID,dia100,1,17,11,0.5109476817630358
SynthID,dia100,1,17,12,0.5202060185614562
SynthID,dia100,1,17,13,0.518141450584384
SynthID,dia100,1,17,14,0.511398516079695
SynthID,dia100,1,18,11,0.5102059708400833
SynthID,dia100,1,18,12,0.5046782776558216
SynthID,dia100,1,18,13,0.5059120185647207
SynthID,dia100,1,18,14,0.511467940076123
SynthID,dia100,1,19,11,0.5101264043425136
SynthID,dia100,1,19,12,0.514708376416266
SynthID,dia100,1,19,13,0.5007681819925308
SynthID,dia100,1,19,14,0.5142755454228809
SynthID,dia100,1,20,11,0.5054066723758194
SynthID,dia100,1,20,12,0.5108189057980868
SynthID,dia100,1,20,13,0.507353100901488
SynthID,dia100,1,20,14,0.5001673099341029
SynthID,dia100,1,21,11,0.5131573407435476
SynthID,dia100,1,21,12,0.5100312332607272
SynthID,dia100,1,21,13,0.5113210115569292
SynthID,dia100,1,21,14,0.5101773601142119
SynthID,dia100,1,22,11,0.5081534255828927
SynthID,dia100,1,22,12,0.5053478203528421
SynthID,dia100,1,22,13,0.5039132301361652
SynthID,dia100,1,22,14,0.5219189804845858
SynthID,dia100,1,23,11,0.5124653008665547
SynthID,dia100,1,23,12,0.5082612095967187
SynthID,dia100,1,23,13,0.513871444166185
SynthID,dia100,1,23,14,0.5111130873419942
SynthID,dia50,0,0,11,0.49758641634841616
SynthID,dia50,0,0,12,0.5020786448880823
SynthID,dia50,0,0,13,0.5044586777885356
SynthID,dia50,0,0,14,0.5000395789916113
SynthID,dia50,0,1,11,0.49689723902617455
SynthID,dia50,0,1,12,0.5037688281702737
SynthID,dia50,0,1,13,0.4985890801982756
SynthID,dia50,0,1,14,0.5008839059607467
SynthID,dia50,0,2,11,0.4985170958225201
SynthID,dia50,0,2,12,0.5048659661021404
SynthID,dia50,0,2,13,0.4957244685789135
SynthID,dia50,0,2,14,0.49600741361294276
SynthID,dia50,0,3,11,0.5053708690931176
SynthID,dia50,0,3,12,0.4937007855650097
SynthID,dia50,0,3,13,0.5016591321564098
SynthID,dia50,0,3,14,0.504912578008122
SynthID,dia50,0,4,11,0.5003938237990434
SynthID,dia50,0,4,12,0.5036152402781991
SynthID,dia50,0,4,13,0.5027643834380001
SynthID,dia50,0,4,14,0.5043264943783711
SynthID,dia50,0,5,11,0.5096633865857543
SynthID,dia50,0,5,12,0.5008380478937509
SynthID,dia50,0,5,13,0.49785428602313264
SynthID,dia50,0,5,14,0.5039157646390615
SynthID,dia50,0,6,11,0.506584517372899
SynthID,dia50,0,6,12,0.49765011785861824
SynthID,dia50,0,6,13,0.49730942292518643
SynthID,dia50,0,6,14,0.4999362716040152
SynthID,dia50,0,7,11,0.49768138683669594
SynthID,dia50,0,7,12,0.49957860916610514
SynthID,dia50,0,7,13,0.5021080233558404
SynthID,dia50,0,7,14,0.5001268846096433
SynthID,dia50,0,8,11,0.500705641384306
SynthID,dia50,0,8,12,0.49912086036189823
SynthID,dia50,0,8,13,0.4986752957831934
SynthID,dia50,0,8,14,0.4971707471925717
SynthID,dia50,0,9,11,0.5035504314143519
SynthID,dia50,0,9,12,0.5015630961235624
SynthID,dia50,0,9,13,0.4991295604507875
SynthID,dia50,0,9,14,0.503048743008175
SynthID,dia50,0,10,11,0.4950998572416737
SynthID,dia50,0,10,12,0.5059141119286442
SynthID,dia50,0,10,13,0.5019393004630418
SynthID,dia50,0,10,14,0.49776846100095523
SynthID,dia50,0,11,11,0.49835311852270586
SynthID,dia50,0,11,12,0.5043246705093202
SynthID,dia50,0,11,13,0.5030157834729353
SynthID,dia50,0,11,14,0.502445629922944
SynthID,dia50,0,12,11,0.49693305805941534
SynthID,dia50,0,12,12,0.5023757036437793
SynthID,dia50,0,12,13,0.49820990311206925
SynthID,dia50,0,12,14,0.49617196326934004
SynthID,dia50,0,13,11,0.4997097410890514
SynthID,dia50,0,13,12,0.4986810933135321
SynthID,dia50,0,13,13,0.49687930572123434
SynthID,dia50,0,13,14,0.49899605696900423
SynthID,dia50,0,14,11,0.5007444272219866
SynthID,dia50,0,14,12,0.5013900195989748
SynthID,dia50,0,14,13,0.5052202572917036
SynthID,dia50,0,14,14,0.49688442707544667
SynthID,dia50,0,15,11,0.5070146440481369
SynthID,dia50,0,15,12,0.501837093232618
SynthID,dia50,0,15,13,0.4986691207395171
SynthID,dia50,0,15,14,0.5001197562607869
SynthID,dia50,0,16,11,0.5012279044958312
SynthID,dia50,0,16,12,0.497926912273638
SynthID,dia50,0,16,13,0.5010108665281079
SynthID,dia50,0,16,14,0.49877673284569835
SynthID,dia50,0,17,11,0.5013520639849999
SynthID,dia50,0,17,12,0.5030635681827704
SynthID,dia50,0,17,13,0.4970009932027686
SynthID,dia50,0,17,14,0.5029639780001126
SynthID,dia50,0,18,11,0.5019884322753396
SynthID,dia50,0,18,12,0.5025669653917174
SynthID,dia50,0,18,13,0.49814151365875503
SynthID,dia50,0,18,14,0.5054568795324065
SynthID,dia50,0,19,11,0.49870979595117526
SynthID,dia50,0,19,12,0.504657002147181
SynthID,dia50,0,19,13,0.5079030619023509
SynthID,dia50,0,19,14,0.49936632834110267
SynthID,dia50,0,20,11,0.49496424872121303
SynthID,dia50,0,20,12,0.5042105841018885
SynthID,dia50,0,20,13,0.5049384728323977
SynthID,dia50,0,20,14,0.4987528575147735
SynthID,dia50,0,21,11,0.49959774129500467
SynthID,dia50,0,21,12,0.49700328025249496
SynthID,dia50,0,21,13,0.5009703279615997
SynthID,dia50,0,21,14,0.5033406812575447
SynthID,dia50,0,22,11,0.4988763210968424
SynthID,dia50,0,22,12,0.5041695004254592
SynthID,dia50,0,22,13,0.4991588561971898
SynthID,dia50,0,22,14,0.5042927558314287
SynthID,dia50,0,23,11,0.4962600807570884
SynthID,dia50,0,23,12,0.504200484630247
SynthID,dia50,0,23,13,0.502828754707293
SynthID,dia50,0,23,14,0.5020894804628396
SynthID,dia50,1,0,11,0.5178095112748969
SynthID,dia50,1,0,12,0.5130577639368101
SynthID,dia50,1,0,13,0.5154070259242673
SynthID,dia50,1,0,14,0.5115371009264286
SynthID,dia50,1,1,11,0.5200459306169317
SynthID,dia50,1,1,12,0.5158378898565885
SynthID,dia50,1,1,13,0.5161383705338123
SynthID,dia50,1,1,14,0.5224063928922362
SynthID,dia50,1,2,11,0.5267242481559373
SynthID,dia50,1,2,12,0.5385184962977406
SynthID,dia50,1,2,13,0.5275475341651812
SynthID,dia50,1,2,14,0.5312998697637845
SynthID,dia50,1,3,11,0.5225924448244197
SynthID,dia50,1,3,12,0.5153621536339269
SynthID,dia50,1,3,13,0.513801458564591
SynthID,dia50,1,3,14,0.5086412089484811
SynthID,dia50,1,4,11,0.5148586290796208
SynthID,dia50,1,4,12,0.5224513866368801
SynthID,dia50,1,4,13,0.5150057420648713
SynthID,dia50,1,4,14,0.5132281153170131
SynthID,dia50,1,5,11,0.5163200768761624
SynthID,dia50,1,5,12,0.520765184378154
SynthID,dia50,1,5,13,0.5169143520890984
SynthID,dia50,1,5,14,0.5229303246736623
SynthID,dia50,1,6,11,0.5170155132224098
SynthID,dia50,1,6,12,0.5177591973819891
SynthID,dia50,1,6,13,0.5295027052535395
SynthID,dia50,1,6,14,0.5262648559331532
SynthID,dia50,1,7,11,0.5311677208513914
SynthID,dia50,1,7,12,0.5226536238999886
SynthID,dia50,1,7,13,0.52491708691109
SynthID,dia50,1,7,14,0.5265818195003444
SynthID,dia50,1,8,11,0.5088331507545117
SynthID,dia50,1,8,12,0.5105702004369715
SynthID,dia50,1,8,13,0.5163725009533148
SynthID,dia50,1,8,14,0.5112046367505144
SynthID,dia50,1,9,11,0.511663911657063
SynthID,dia50,1,9,12,0.5193716671327162
SynthID,dia50,1,9,13,0.5177966140534198
SynthID,dia50,1,9,14,0.5156986258157371
SynthID,dia50,1,10,11,0.5310189199404166
SynthID,dia50,1,10,12,0.5271588784307835
SynthID,dia50,1,10,13,0.5252588806846039
SynthID,dia50,1,10,14,0.532868777658563
SynthID,dia50,1,11,11,0.5162702402780477
SynthID,dia50,1,11,12,0.5128888100260904
SynthID,dia50,1,11,13,0.5137619183928991
SynthID,dia50,1,11,14,0.5203293146200545
SynthID,dia50,1,12,11,0.5170439528805898
SynthID,dia50,1,12,12,0.5153015624490329
SynthID,dia50,1,12,13,0.5155016461618438
SynthID,dia50,1,12,14,0.5164246345264154
SynthID,dia50,1,13,11,0.5225928573170572
SynthID,dia50,1,13,12,0.5278008555059684
SynthID,dia50,1,13,13,0.5258844969843925
SynthID,dia50,1,13,14,0.5205297702369921
SynthID,dia50,1,14,11,0.5187934373212201
SynthID,dia50,1,14,12,0.51332666029956
SynthID,dia50,1,14,13,0.5117354704545741
SynthID,dia50,1,14,14,0.5099640998582617
SynthID,dia50,1,15,11,0.508735467627675
SynthID,dia50,1,15,12,0.513479407706131
SynthID,dia50,1,15,13,0.5108358840761795
SynthID,dia50,1,15,14,0.5069742928416436
SynthID,dia50,1,16,11,0.5306197312974271
SynthID,dia50,1,16,12,0.5310879342109011
SynthID,dia50,1,16,13,0.5292958757277957
SynthID,dia50,1,16,14,0.540425419474171
SynthID,dia50,1,17,11,0.5195670894695114
SynthID,dia50,1,17,12,0.5269327564130867
SynthID,dia50,1,17,13,0.5218390804597701
SynthID,dia50,1,17,14,0.5188944500971414
SynthID,dia50,1,18,11,0.5185184973895715
SynthID,dia50,1,18,12,0.5204162500046816
SynthID,dia50,1,18,13,0.5067848520880627
SynthID,dia50,1,18,14,0.5126637324129487
SynthID,dia50,1,19,11,0.5177050994096184
SynthID,dia50,1,19,12,0.5225586011649727
SynthID,dia50,1,19,13,0.5093803835183145
SynthID,dia50,1,19,14,0.5287052199815967
SynthID,dia50,1,20,11,0.5184192563502908
SynthID,dia50,1,20,12,0.512049680626181
SynthID,dia50,1,20,13,0.5091284931313371
SynthID,dia50,1,20,14,0.5085708018143607
SynthID,dia50,1,21,11,0.5197594356855801
SynthID,dia50,1,21,12,0.5217189706844879
SynthID,dia50,1,21,13,0.5211272447588304
SynthID,dia50,1,21,14,0.5221672526043963
SynthID,dia50,1,22,11,0.5184590537112045
SynthID,dia50,1,22,12,0.5232847221587544
SynthID,dia50,1,22,13,0.5169604316753514
SynthID,dia50,1,22,14,0.5312009634627987
SynthID,dia50,1,23,11,0.5222980360113377
SynthID,dia50,1,23,12,0.521460071197067
SynthID,dia50,1,23,13,0.5198970523507612
SynthID,dia50,1,23,14,0.5225264981921961
SynthID,morph,0,0,11,0.4982022903205169
SynthID,morph,0,0,12,0.501507938598637
SynthID,morph,0,0,13,0.5003696862393431
SynthID,morph,0,0,14,0.4971182152347915
SynthID,morph,0,1,11,0.49891980146290493
SynthID,morph,0,1,12,0.5032087860006832
SynthID,morph,0,1,13,0.5005278127444519
SynthID,morph,0,1,14,0.49862543351860045
SynthID,morph,0,2,11,0.49942737722048075
SynthID,morph,0,2,12,0.5041139058244678
SynthID,morph,0,2,13,0.4933587888215837
SynthID,morph,0,2,14,0.4989762931034483
SynthID,morph,0,3,11,0.5023795695966653
SynthID,morph,0,3,12,0.49976834172445456
SynthID,morph,0,3,13,0.5046204170641952
SynthID,morph,0,3,14,0.5017714829346327
