scheme,condition,wm,prompt_id,seed,score,stat,n_tokens,edits,rejected,short,src
KGW,clean,0,11,12,1.7656860023298393,1.7656860023298393,902,0,0,0,neg
KGW,clean,0,11,13,-0.4980668251281895,-0.4980668251281895,908,0,0,0,neg
KGW,clean,0,11,14,0.06892455167955776,0.06892455167955776,843,0,0,0,neg
KGW,clean,0,12,11,-0.7051109917667283,-0.7051109917667283,888,0,0,0,neg
KGW,clean,0,12,12,-1.9192701434654484,-1.9192701434654484,946,0,0,0,neg
KGW,clean,0,12,13,-0.687614164172529,-0.687614164172529,847,0,0,0,neg
KGW,clean,0,12,14,-0.6253926177428015,-0.6253926177428015,924,0,0,0,neg
KGW,clean,0,13,11,-1.4405881151970743,-1.4405881151970743,851,0,0,0,neg
KGW,clean,0,13,12,2.1838568563966754,2.1838568563966754,807,0,0,0,neg
KGW,clean,0,13,13,3.8015277064919317,3.8015277064919317,869,0,0,0,neg
KGW,clean,0,13,14,-1.2391564216175794,-1.2391564216175794,1043,0,0,0,neg
KGW,clean,0,14,11,-1.0136060675992289,-1.0136060675992289,877,0,0,0,neg
KGW,clean,0,14,12,-0.7682212795973759,-0.7682212795973759,977,0,0,0,neg
KGW,clean,0,14,13,-0.7466115941353748,-0.7466115941353748,950,0,0,0,neg
KGW,clean,0,14,14,-1.5689290811054721,-1.5689290811054721,937,0,0,0,neg
KGW,clean,0,15,11,0.5502760564641688,0.5502760564641688,1071,0,0,0,neg
KGW,clean,0,15,12,-0.8101300387046826,-0.8101300387046826,1031,0,0,0,neg
KGW,clean,0,15,13,1.3858697343671664,1.3858697343671664,1009,0,0,0,neg
KGW,clean,0,15,14,-1.6996731711975948,-1.6996731711975948,937,0,0,0,neg
KGW,clean,0,16,11,-1.118604851176038,-1.118604851176038,980,0,0,0,neg
KGW,clean,0,16,12,-1.6216633111876633,-1.6216633111876633,914,0,0,0,neg
KGW,clean,0,16,13,-1.5998986062890241,-1.5998986062890241,864,0,0,0,neg
KGW,clean,0,16,14,-1.1188537620401051,-1.1188537620401051,819,0,0,0,neg
KGW,clean,0,17,11,-2.517531124527155,-2.517531124527155,865,0,0,0,neg
KGW,clean,0,17,12,-1.3884202690012466,-1.3884202690012466,831,0,0,0,neg
KGW,clean,0,17,13,0.31564378072435245,0.31564378072435245,814,0,0,0,neg
KGW,clean,0,17,14,0.4824718617569043,0.4824718617569043,843,0,0,0,neg
KGW,clean,0,18,11,1.2830005981991683,1.2830005981991683,973,0,0,0,neg
KGW,clean,0,18,12,0.4803844614152614,0.4803844614152614,976,0,0,0,neg
KGW,clean,0,18,13,2.612275736998716,2.612275736998716,1035,0,0,0,neg
KGW,clean,0,18,14,1.860350867388794,1.860350867388794,973,0,0,0,neg
KGW,clean,0,19,11,2.2913516529901776,2.2913516529901776,856,0,0,0,neg
KGW,clean,0,19,12,2.1688945736725573,2.1688945736725573,927,0,0,0,neg
KGW,clean,0,19,13,1.3784910335911553,1.3784910335911553,843,0,0,0,neg
KGW,clean,0,19,14,-0.4163331998932266,-0.4163331998932266,976,0,0,0,neg
KGW,clean,0,20,11,-0.38851434494290565,-0.38851434494290565,955,0,0,0,neg
KGW,clean,0,20,12,-0.8326597992593108,-0.8326597992593108,1214,0,0,0,neg
KGW,clean,0,20,13,-0.3099764656432308,-0.3099764656432308,844,0,0,0,neg
KGW,clean,0,20,14,0.4504426164614508,0.4504426164614508,967,0,0,0,neg
KGW,clean,0,21,11,-1.4987609886374715,-1.4987609886374715,943,0,0,0,neg
KGW,clean,0,21,12,0.7027642214999339,0.7027642214999339,981,0,0,0,neg
KGW,clean,0,21,13,1.212183053462653,1.212183053462653,883,0,0,0,neg
KGW,clean,0,21,14,-0.401789718109455,-0.401789718109455,893,0,0,0,neg
KGW,clean,0,22,11,1.1448395504925055,1.1448395504925055,883,0,0,0,neg
KGW,clean,0,22,12,-0.03090485136077065,-0.03090485136077065,1048,0,0,0,neg
KGW,clean,0,22,13,1.347042702804773,1.347042702804773,1020,0,0,0,neg
KGW,clean,0,22,14,0.8125,0.8125,1025,0,0,0,neg
KGW,clean,0,23,11,0.4036036763977875,0.4036036763977875,885,0,0,0,neg
KGW,clean,0,23,12,1.9074322720192258,1.9074322720192258,894,0,0,0,neg
KGW,clean,0,23,13,1.0700983179571106,1.0700983179571106,952,0,0,0,neg
KGW,clean,0,23,14,0.7581700684751354,0.7581700684751354,843,0,0,0,neg
KGW,clean,1,0,11,8.27963171012033,8.27963171012033,957,0,0,0,pos_KGW
KGW,clean,1,0,12,7.733858380202354,7.733858380202354,956,0,0,0,pos_KGW
KGW,clean,1,0,13,8.151812975928763,8.151812975928763,804,0,0,0,pos_KGW
KGW,clean,1,0,14,6.681531047810609,6.681531047810609,897,0,0,0,pos_KGW
KGW,clean,1,1,11,8.995655846253486,8.995655846253486,922,0,0,0,pos_KGW
KGW,clean,1,1,12,9.240587726896031,9.240587726896031,1041,0,0,0,pos_KGW
KGW,clean,1,1,13,9.062277698761987,9.062277698761987,1018,0,0,0,pos_KGW
KGW,clean,1,1,14,8.369594607579055,8.369594607579055,879,0,0,0,pos_KGW
KGW,clean,1,2,11,10.072274034464716,10.072274034464716,853,0,0,0,pos_KGW
KGW,clean,1,2,12,13.31629699978385,13.31629699978385,872,0,0,0,pos_KGW
KGW,clean,1,2,13,14.983407074567156,14.983407074567156,1006,0,0,0,pos_KGW
KGW,clean,1,2,14,22.374360475114646,22.374360475114646,1800,0,0,0,pos_KGW
KGW,clean,1,3,11,8.83937379840801,8.83937379840801,893,0,0,0,pos_KGW
KGW,clean,1,3,12,9.175367231583849,9.175367231583849,919,0,0,0,pos_KGW
KGW,clean,1,3,13,8.323479926776498,8.323479926776498,1007,0,0,0,pos_KGW
KGW,clean,1,3,14,7.596651473378913,7.596651473378913,802,0,0,0,pos_KGW
KGW,clean,1,4,11,15.281998832625135,15.281998832625135,1799,0,0,0,pos_KGW
KGW,clean,1,4,12,9.851293551859756,9.851293551859756,1043,0,0,0,pos_KGW
KGW,clean,1,4,13,9.411837077072379,9.411837077072379,1017,0,0,0,pos_KGW
KGW,clean,1,4,14,8.91808690703505,8.91808690703505,1008,0,0,0,pos_KGW
KGW,clean,1,5,11,9.902881755684406,9.902881755684406,1000,0,0,0,pos_KGW
KGW,clean,1,5,12,9.568495052043222,9.568495052043222,821,0,0,0,pos_KGW
KGW,clean,1,5,13,9.559871170760692,9.559871170760692,1039,0,0,0,pos_KGW
KGW,clean,1,5,14,9.018411919761837,9.018411919761837,845,0,0,0,pos_KGW
KGW,clean,1,6,11,13.952869320594242,13.952869320594242,1406,0,0,0,pos_KGW
KGW,clean,1,6,12,12.053357900171186,12.053357900171186,1130,0,0,0,pos_KGW
KGW,clean,1,6,13,12.714915050766225,12.714915050766225,1113,0,0,0,pos_KGW
KGW,clean,1,6,14,13.70109484676316,13.70109484676316,1301,0,0,0,pos_KGW
KGW,clean,1,7,11,12.031339828768607,12.031339828768607,957,0,0,0,pos_KGW
KGW,clean,1,7,12,14.575757575757576,14.575757575757576,1090,0,0,0,pos_KGW
KGW,clean,1,7,13,13.810644319339758,13.810644319339758,948,0,0,0,pos_KGW
KGW,clean,1,7,14,12.574786066506075,12.574786066506075,1023,0,0,0,pos_KGW
KGW,clean,1,8,11,4.76999046002862,4.76999046002862,802,0,0,0,pos_KGW
KGW,clean,1,8,12,8.432774650830432,8.432774650830432,771,0,0,0,pos_KGW
KGW,clean,1,8,13,7.323133574959279,7.323133574959279,800,0,0,0,pos_KGW
KGW,clean,1,8,14,5.991091627840364,5.991091627840364,778,0,0,0,pos_KGW
KGW,clean,1,9,11,9.869787151337075,9.869787151337075,1072,0,0,0,pos_KGW
KGW,clean,1,9,12,11.233349924239711,11.233349924239711,1250,0,0,0,pos_KGW
KGW,clean,1,9,13,11.5994151603674,11.5994151603674,1024,0,0,0,pos_KGW
KGW,clean,1,9,14,11.1652674723637,11.1652674723637,1058,0,0,0,pos_KGW
KGW,clean,1,10,11,12.524050936172841,12.524050936172841,946,0,0,0,pos_KGW
KGW,clean,1,10,12,15.048157106653838,15.048157106653838,1332,0,0,0,pos_KGW
KGW,clean,1,10,13,12.816826722240029,12.816826722240029,975,0,0,0,pos_KGW
KGW,clean,1,10,14,18.604948840707955,18.604948840707955,1583,0,0,0,pos_KGW
KGW,clean,1,11,11,13.316643832934815,13.316643832934815,1010,0,0,0,pos_KGW
KGW,clean,1,11,12,11.065570688571576,11.065570688571576,923,0,0,0,pos_KGW
KGW,clean,1,11,13,8.290652039653066,8.290652039653066,846,0,0,0,pos_KGW
KGW,clean,1,11,14,8.072649922279348,8.072649922279348,991,0,0,0,pos_KGW
KGW,clean,1,12,11,8.701896614809652,8.701896614809652,853,0,0,0,pos_KGW
KGW,clean,1,12,12,8.989986468521325,8.989986468521325,978,0,0,0,pos_KGW
KGW,clean,1,12,13,8.232187289112488,8.232187289112488,953,0,0,0,pos_KGW
KGW,clean,1,12,14,6.452344020806072,6.452344020806072,905,0,0,0,pos_KGW
KGW,clean,1,13,11,10.322792935107563,10.322792935107563,742,0,0,0,pos_KGW
KGW,clean,1,13,12,12.071677124618446,12.071677124618446,966,0,0,0,pos_KGW
KGW,clean,1,13,13,11.348609640240099,11.348609640240099,862,0,0,0,pos_KGW
KGW,clean,1,13,14,13.13948374670421,13.13948374670421,1148,0,0,0,pos_KGW
KGW,clean,1,14,11,9.996451593714056,9.996451593714056,1058,0,0,0,pos_KGW
KGW,clean,1,14,12,7.302967433402215,7.302967433402215,1081,0,0,0,pos_KGW
KGW,clean,1,14,13,7.604691006293735,7.604691006293735,997,0,0,0,pos_KGW
KGW,clean,1,14,14,9.342914068428719,9.342914068428719,925,0,0,0,pos_KGW
KGW,clean,1,15,11,7.6150237346555825,7.6150237346555825,1140,0,0,0,pos_KGW
KGW,clean,1,15,12,6.312009459327049,6.312009459327049,985,0,0,0,pos_KGW
KGW,clean,1,15,13,6.651940092765619,6.651940092765619,887,0,0,0,pos_KGW
KGW,clean,1,15,14,9.377308411451457,9.377308411451457,1151,0,0,0,pos_KGW
KGW,clean,1,16,11,13.534402760493448,13.534402760493448,1034,0,0,0,pos_KGW
KGW,clean,1,16,12,12.287080622768565,12.287080622768565,869,0,0,0,pos_KGW
KGW,clean,1,16,13,16.10175266674644,16.10175266674644,1172,0,0,0,pos_KGW
KGW,clean,1,16,14,14.422242180698415,14.422242180698415,936,0,0,0,pos_KGW
KGW,clean,1,17,11,8.47065336936514,8.47065336936514,1017,0,0,0,pos_KGW
KGW,clean,1,17,12,11.568679416179853,11.568679416179853,991,0,0,0,pos_KGW
KGW,clean,1,17,13,9.536632970868315,9.536632970868315,913,0,0,0,pos_KGW
KGW,clean,1,17,14,9.369716279927193,9.369716279927193,999,0,0,0,pos_KGW
KGW,clean,1,18,11,10.619771334525836,10.619771334525836,1008,0,0,0,pos_KGW
KGW,clean,1,18,12,11.120102815475517,11.120102815475517,1003,0,0,0,pos_KGW
KGW,clean,1,18,13,12.636761730584823,12.636761730584823,1013,0,0,0,pos_KGW
KGW,clean,1,18,14,10.142690885744072,10.142690885744072,1066,0,0,0,pos_KGW
KGW,clean,1,19,11,9.655274265053896,9.655274265053896,848,0,0,0,pos_KGW
KGW,clean,1,19,12,10.75984548706079,10.75984548706079,794,0,0,0,pos_KGW
KGW,clean,1,19,13,8.13621409489572,8.13621409489572,991,0,0,0,pos_KGW
KGW,clean,1,19,14,10.495438018713449,10.495438018713449,1032,0,0,0,pos_KGW
KGW,clean,1,20,11,6.8867841460328885,6.8867841460328885,922,0,0,0,pos_KGW
KGW,clean,1,20,12,6.534801216793452,6.534801216793452,966,0,0,0,pos_KGW
KGW,clean,1,20,13,7.602758824767021,7.602758824767021,1031,0,0,0,pos_KGW
KGW,clean,1,20,14,6.676498352587293,6.676498352587293,953,0,0,0,pos_KGW
KGW,clean,1,21,11,8.76249546540977,8.76249546540977,815,0,0,0,pos_KGW
KGW,clean,1,21,12,9.208061462894177,9.208061462894177,880,0,0,0,pos_KGW
KGW,clean,1,21,13,11.528352554522229,11.528352554522229,928,0,0,0,pos_KGW
KGW,clean,1,21,14,10.192969477449951,10.192969477449951,920,0,0,0,pos_KGW
KGW,clean,1,22,11,12.84870755034473,12.84870755034473,1121,0,0,0,pos_KGW
KGW,clean,1,22,12,10.7595819373176,10.7595819373176,982,0,0,0,pos_KGW
KGW,clean,1,22,13,11.584936872155954,11.584936872155954,893,0,0,0,pos_KGW
KGW,clean,1,22,14,11.409666025846803,11.409666025846803,1087,0,0,0,pos_KGW
KGW,clean,1,23,11,15.661058028563723,15.661058028563723,1095,0,0,0,pos_KGW
KGW,clean,1,23,12,14.625,14.625,1025,0,0,0,pos_KGW
KGW,clean,1,23,13,14.289010178108937,14.289010178108937,894,0,0,0,pos_KGW
KGW,clean,1,23,14,13.655377864009457,13.655377864009457,947,0,0,0,pos_KGW
KGW,dia100,0,0,11,-0.9197090092274488,-0.9197090092274488,1065,-1,0,0,neg
KGW,dia100,0,0,12,-1.3661476666175616,-1.3661476666175616,1086,-1,0,0,neg
KGW,dia100,0,0,13,-1.7346309532082798,-1.7346309532082798,1119,-1,0,0,neg
KGW,dia100,0,0,14,-1.211086683386847,-1.211086683386847,1038,-1,0,0,neg
KGW,dia100,0,1,11,0.7240728325236424,0.7240728325236424,1010,-1,0,0,neg
KGW,dia100,0,1,12,0.0,0.0,1035,-1,0,0,neg
KGW,dia100,0,1,13,-0.02968260885977624,-0.02968260885977624,1136,-1,0,0,neg
KGW,dia100,0,1,14,2.447077640038818,2.447077640038818,1017,-1,0,0,neg
KGW,dia100,0,2,11,0.2579303520876644,0.2579303520876644,963,-1,0,0,neg
KGW,dia100,0,2,12,-0.4175334003835326,-0.4175334003835326,827,-1,0,0,neg
KGW,dia100,0,2,13,-0.9490290011300718,-0.9490290011300718,1068,-1,0,0,neg
KGW,dia100,0,2,14,0.9486832980505138,0.9486832980505138,1001,-1,0,0,neg
KGW,dia100,0,3,11,1.259496302198541,1.259496302198541,1113,-1,0,0,neg
KGW,dia100,0,3,12,1.3941933511538516,1.3941933511538516,997,-1,0,0,neg
KGW,dia100,0,3,13,3.304629724693603,3.304629724693603,1109,-1,0,0,neg
KGW,dia100,0,3,14,0.5244448920732585,0.5244448920732585,1179,-1,0,0,neg
KGW,dia100,0,4,11,-2.3297408241459623,-2.3297408241459623,1301,-1,0,0,neg
KGW,dia100,0,4,12,-2.8762632850175027,-2.8762632850175027,1115,-1,0,0,neg
KGW,dia100,0,4,13,-1.5764815627361644,-1.5764815627361644,1089,-1,0,0,neg
KGW,dia100,0,4,14,-3.0284966819701378,-3.0284966819701378,944,-1,0,0,neg
KGW,dia100,0,5,11,1.7300565054595336,1.7300565054595336,870,-1,0,0,neg
KGW,dia100,0,5,12,2.0691914841450156,2.0691914841450156,928,-1,0,0,neg
KGW,dia100,0,5,13,-0.7925532811853017,-0.7925532811853017,996,-1,0,0,neg
KGW,dia100,0,5,14,1.2302954256525345,1.2302954256525345,955,-1,0,0,neg
KGW,dia100,0,6,11,1.3585174346518945,1.3585174346518945,1581,-1,0,0,neg
KGW,dia100,0,6,12,0.3882759992081743,0.3882759992081743,1122,-1,0,0,neg
KGW,dia100,0,6,13,-0.24324324324324326,-0.24324324324324326,1370,-1,0,0,neg
KGW,dia100,0,6,14,2.146354492351533,2.146354492351533,1288,-1,0,0,neg
KGW,dia100,0,7,11,0.0,0.0,925,-1,0,0,neg
KGW,dia100,0,7,12,-0.2631806779839076,-0.2631806779839076,925,-1,0,0,neg
KGW,dia100,0,7,13,1.0403831043155778,1.0403831043155778,1069,-1,0,0,neg
KGW,dia100,0,7,14,-0.228924479058705,-0.228924479058705,936,-1,0,0,neg
KGW,dia100,0,8,11,-1.9052998708248954,-1.9052998708248954,896,-1,0,0,neg
KGW,dia100,0,8,12,-0.06711560552140243,-0.06711560552140243,889,-1,0,0,neg
KGW,dia100,0,8,13,-1.9010781070057796,-1.9010781070057796,838,-1,0,0,neg
KGW,dia100,0,8,14,-0.914776431920942,-0.914776431920942,1006,-1,0,0,neg
KGW,dia100,0,9,11,0.2781436622469358,0.2781436622469358,1048,-1,0,0,neg
KGW,dia100,0,9,12,-0.3964962828647722,-0.3964962828647722,1076,-1,0,0,neg
KGW,dia100,0,9,13,1.0766555296617522,1.0766555296617522,1182,-1,0,0,neg
KGW,dia100,0,9,14,-0.12216944435630522,-0.12216944435630522,1073,-1,0,0,neg
KGW,dia100,0,10,11,1.4490628282653253,1.4490628282653253,923,-1,0,0,neg
KGW,dia100,0,10,12,2.3570226039551585,2.3570226039551585,883,-1,0,0,neg
KGW,dia100,0,10,13,2.5751046013874435,2.5751046013874435,1015,-1,0,0,neg
KGW,dia100,0,10,14,1.8498792479346222,1.8498792479346222,1053,-1,0,0,neg
KGW,dia100,0,11,11,1.3970013970020956,1.3970013970020956,993,-1,0,0,neg
KGW,dia100,0,11,12,0.7705935588815227,0.7705935588815227,971,-1,0,0,neg
KGW,dia100,0,11,13,0.7320980661911148,0.7320980661911148,988,-1,0,0,neg
KGW,dia100,0,11,14,1.1233916207736525,1.1233916207736525,917,-1,0,0,neg
KGW,dia100,0,12,11,-0.5726562866782,-0.5726562866782,989,-1,0,0,neg
KGW,dia100,0,12,12,-0.3991036138995859,-0.3991036138995859,1062,-1,0,0,neg
KGW,dia100,0,12,13,0.6233697791785473,0.6233697791785473,930,-1,0,0,neg
KGW,dia100,0,12,14,-0.90492539515073,-0.90492539515073,1028,-1,0,0,neg
KGW,dia100,0,13,11,-1.5939701191492708,-1.5939701191492708,946,-1,0,0,neg
KGW,dia100,0,13,12,1.2992783790729006,1.2992783790729006,902,-1,0,0,neg
KGW,dia100,0,13,13,-0.13005121775247103,-0.13005121775247103,947,-1,0,0,neg
KGW,dia100,0,13,14,-0.8467378855869865,-0.8467378855869865,1174,-1,0,0,neg
KGW,dia100,0,14,11,0.12751534261266764,0.12751534261266764,985,-1,0,0,neg
KGW,dia100,0,14,12,0.1504142093990467,0.1504142093990467,1106,-1,0,0,neg
KGW,dia100,0,14,13,1.1995741912456868,1.1995741912456868,1058,-1,0,0,neg
KGW,dia100,0,14,14,-0.03070027799227584,-0.03070027799227584,1062,-1,0,0,neg
KGW,dia100,0,15,11,-0.7419491891959544,-0.7419491891959544,1229,-1,0,0,neg
KGW,dia100,0,15,12,0.5590653920196746,0.5590653920196746,1156,-1,0,0,neg
KGW,dia100,0,15,13,0.9339334486684464,0.9339334486684464,1175,-1,0,0,neg
KGW,dia100,0,15,14,-0.525382473133101,-0.525382473133101,1048,-1,0,0,neg
KGW,dia100,0,16,11,0.25,0.25,1025,-1,0,0,neg
KGW,dia100,0,16,12,0.9733285267845753,0.9733285267845753,951,-1,0,0,neg
KGW,dia100,0,16,13,-0.3628565186147232,-0.3628565186147232,920,-1,0,0,neg
KGW,dia100,0,16,14,0.6490276364008973,0.6490276364008973,858,-1,0,0,neg
KGW,dia100,0,17,11,-1.6748072286421603,-1.6748072286421603,965,-1,0,0,neg
KGW,dia100,0,17,12,-1.4230922934912147,-1.4230922934912147,914,-1,0,0,neg
KGW,dia100,0,17,13,-0.2995012465378748,-0.2995012465378748,904,-1,0,0,neg
KGW,dia100,0,17,14,-1.1161046793076417,-1.1161046793076417,929,-1,0,0,neg
KGW,dia100,0,18,11,-1.131433534933286,-1.131433534933286,1129,-1,0,0,neg
KGW,dia100,0,18,12,-0.39214303531439504,-0.39214303531439504,1100,-1,0,0,neg
KGW,dia100,0,18,13,1.1406629921195408,1.1406629921195408,1170,-1,0,0,neg
KGW,dia100,0,18,14,1.0538536114044361,1.0538536114044361,1104,-1,0,0,neg
KGW,dia100,0,19,11,0.1273859510596964,0.1273859510596964,987,-1,0,0,neg
KGW,dia100,0,19,12,2.5129117966586754,2.5129117966586754,1040,-1,0,0,neg
KGW,dia100,0,19,13,-0.032157832069216574,-0.032157832069216574,968,-1,0,0,neg
KGW,dia100,0,19,14,-0.9402577500954382,-0.9402577500954382,1088,-1,0,0,neg
KGW,dia100,0,20,11,0.12356041264304309,0.12356041264304309,1049,-1,0,0,neg
KGW,dia100,0,20,12,0.658585559938142,0.658585559938142,1329,-1,0,0,neg
KGW,dia100,0,20,13,-0.09863939238321437,-0.09863939238321437,926,-1,0,0,neg
KGW,dia100,0,20,14,1.5657141776060677,1.5657141776060677,1062,-1,0,0,neg
KGW,dia100,0,21,11,-1.8359579197154634,-1.8359579197154634,999,-1,0,0,neg
KGW,dia100,0,21,12,-1.1369824051465538,-1.1369824051465538,1060,-1,0,0,neg
KGW,dia100,0,21,13,0.8064516129032258,0.8064516129032258,962,-1,0,0,neg
KGW,dia100,0,21,14,0.03225806451612903,0.03225806451612903,962,-1,0,0,neg
KGW,dia100,0,22,11,2.1391453703272383,2.1391453703272383,982,-1,0,0,neg
KGW,dia100,0,22,12,1.1157184170779366,1.1157184170779366,1161,-1,0,0,neg
KGW,dia100,0,22,13,2.1901095082131845,2.1901095082131845,1112,-1,0,0,neg
KGW,dia100,0,22,14,2.2755583795773355,2.2755583795773355,1146,-1,0,0,neg
KGW,dia100,0,23,11,3.2812826978938827,3.2812826978938827,893,-1,0,0,neg
KGW,dia100,0,23,12,2.683649725786415,2.683649725786415,912,-1,0,0,neg
KGW,dia100,0,23,13,1.6625524849289615,1.6625524849289615,942,-1,0,0,neg
KGW,dia100,0,23,14,1.306466911927805,1.306466911927805,847,-1,0,0,neg
KGW,dia100,1,0,11,3.755851703455373,3.755851703455373,1091,-1,0,0,pos_KGW
KGW,dia100,1,0,12,3.6415590591053695,3.6415590591053695,1051,-1,0,0,pos_KGW
KGW,dia100,1,0,13,2.860317452522279,2.860317452522279,905,-1,0,0,pos_KGW
KGW,dia100,1,0,14,2.295869942586902,2.295869942586902,1012,-1,0,0,pos_KGW
KGW,dia100,1,1,11,3.1892977794465573,3.1892977794465573,1044,-1,0,0,pos_KGW
KGW,dia100,1,1,12,4.263108710658201,4.263108710658201,1190,-1,0,0,pos_KGW
KGW,dia100,1,1,13,5.889130564226118,5.889130564226118,1120,-1,0,0,pos_KGW
KGW,dia100,1,1,14,3.891547782585246,3.891547782585246,1000,-1,0,0,pos_KGW
KGW,dia100,1,2,11,4.3478504035892325,4.3478504035892325,895,-1,0,0,pos_KGW
KGW,dia100,1,2,12,9.956645148276383,9.956645148276383,921,-1,0,0,pos_KGW
KGW,dia100,1,2,13,10.538554314022791,10.538554314022791,1048,-1,0,0,pos_KGW
KGW,dia100,1,2,14,19.722801399859527,19.722801399859527,1802,-1,0,0,pos_KGW
KGW,dia100,1,3,11,7.3025073025109535,7.3025073025109535,993,-1,0,0,pos_KGW
KGW,dia100,1,3,12,4.751186219440707,4.751186219440707,1038,-1,0,0,pos_KGW
KGW,dia100,1,3,13,7.536672417387698,7.536672417387698,1119,-1,0,0,pos_KGW
KGW,dia100,1,3,14,4.354224519736481,4.354224519736481,934,-1,0,0,pos_KGW
KGW,dia100,1,4,11,6.457718456202195,6.457718456202195,1881,-1,0,0,pos_KGW
KGW,dia100,1,4,12,4.5413355759687395,4.5413355759687395,1181,-1,0,0,pos_KGW
KGW,dia100,1,4,13,3.155843721336013,3.155843721336013,1108,-1,0,0,pos_KGW
KGW,dia100,1,4,14,4.140125513726171,4.140125513726171,1096,-1,0,0,pos_KGW
KGW,dia100,1,5,11,7.534535869529772,7.534535869529772,1067,-1,0,0,pos_KGW
KGW,dia100,1,5,12,4.901894677425396,4.901894677425396,876,-1,0,0,pos_KGW
KGW,dia100,1,5,13,5.926974966883571,5.926974966883571,1117,-1,0,0,pos_KGW
KGW,dia100,1,5,14,6.874309035939799,6.874309035939799,899,-1,0,0,pos_KGW
KGW,dia100,1,6,11,8.261650952620721,8.261650952620721,1539,-1,0,0,pos_KGW
KGW,dia100,1,6,12,7.3130685529344674,7.3130685529344674,1236,-1,0,0,pos_KGW
